Street_bounding,Name_bounding,Address_bounding,Rating_bounding,Place ID,Latitude_bounding,Longitude_bounding,flag
penn ave,Revival Print Co.,"4310 Butler Street, Pittsburgh",4.5,ChIJjwNVuFfyNIgRZOisUiJbtxI,40.47087349999999,-79.9600324,consolidated
penn ave,Penn Ave + 40th,United States,,ChIJjwjVW0nyNIgR3IJmASZTeMk,40.46511799999999,-79.958117,bounding_only
liberty ave,Rossi Joseph MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,ChIJjxMrxEDyNIgRG3qTRm8jagg,40.4632342,-79.94816809999999,consolidated
penn ave,Butler St at 37th St,United States,,ChIJk-6lqLTzNIgRLMLjh-Lm6wQ,40.46618049999999,-79.9647075,consolidated
48th st,Concannon Plumbing,"227 Maryland Avenue, Pittsburgh",5.0,ChIJk-E3La_zNIgRRC1Yd-YxlIU,40.47730869999999,-79.9730096,consolidated
47th St,FracTracker Alliance,"112 East Sherman Street, Pittsburgh",,ChIJk-fcL0TyNIgRBkmOkwjJyr0,40.4797979,-79.9713549,broad_filled
48th St,St Paul Cemetery,"2103 Highland Avenue, Pittsburgh",5.0,ChIJk0TXpLzzNIgRGoLfv_RGCkA,40.472154,-79.981473,broad_filled
liberty ave,LibertyX Bitcoin ATM,"4411 Howley Street, Pittsburgh",,ChIJk4AQi07zNIgROjqMFdgvi8E,40.46469099999999,-79.95279,bounding_only
34th st,Bernard Dog Run,"Hazelwood Trail, Pittsburgh",4.5,ChIJk4PtNLLzNIgRQOUikTWBMLg,40.4697723,-79.9682768,consolidated
liberty ave,Two Blooms Physical Therapy,"4748 Liberty Avenue, Pittsburgh",5.0,ChIJk6SFNynzNIgRLRdatF_auk8,40.4610943,-79.94844119999999,bounding_only
liberty ave,Liberty Ave + Ella,United States,,ChIJk82DNkbyNIgRt__zTLVB4Xg,40.463116,-79.951646,bounding_only
42nd st,Pitt Penn Industrial Supply,"2462 Pittview Avenue, Pittsburgh",,ChIJkSTg-a_zNIgRwbGKHIu6Gx8,40.4730845,-79.9750246,consolidated
38th St,Pittsburgh Hearts of Steel,"300 Waterfront Drive, Pittsburgh",,ChIJkUEQbYvzNIgRaPMtPx95Nd4,40.4668815,-79.97622779999999,broad_filled
liberty ave,Freedom Gateway Bitcoin ATM,"4068 Penn Avenue, Pittsburgh",,ChIJkUIP6vTzNIgRZMT5MR30rfI,40.4654152,-79.9553146,bounding_only
butler st,VERGILdv,"4311 Butler Street, Pittsburgh",,ChIJkVo7bmLzNIgR0QH6FMQOJpw,40.471077,-79.9603003,bounding_only
liberty ave,Liberty Ave at Ella St,United States,,ChIJkVw3MUbyNIgRqnuWwsQeO1I,40.4632166,-79.9518375,bounding_only
penn ave,Vanity Box Boutique,"4102 Butler Street, Pittsburgh",4.8,ChIJkWfMJinzNIgRjgLPu6b7f_w,40.46940959999999,-79.9611374,consolidated
butler st,John (Baldy) McGrane Memorial Field,Pittsburgh,,ChIJkXy7l1HyNIgRIBhH4rx3IbE,40.47257219999999,-79.9572159,bounding_only
penn ave,Dr. Matthew Dianthony,"258 42nd Street, Pittsburgh",,ChIJkZMt2E3yNIgRHGE3vsQv4iI,40.4691058,-79.95859899999999,consolidated
penn ave,Kandis Snyder,"258 42nd Street, Pittsburgh",,ChIJkZMt2E3yNIgRvHzdB-4KJ2I,40.4691058,-79.95859899999999,consolidated
butler st,Vestis,"4415 Butler Street, Pittsburgh",4.9,ChIJk_9FsFfyNIgRT_QUM9bNxI4,40.4719428,-79.95956819999999,consolidated
penn ave,Kiln N Time,"3801 Penn Avenue, Pittsburgh",4.6,ChIJkemCC0vyNIgR6ahYu0tseGQ,40.4647142,-79.9614637,consolidated
liberty ave,Studio 4615,"4615 Liberty Avenue, Pittsburgh",5.0,ChIJkww5jYHzNIgRQG40Ln4vmFg,40.46255039999999,-79.9502631,bounding_only
42nd st,Tres Rios Sports,"50 River Front Drive, Millvale",5.0,ChIJkxK37jsyy4kRLMRaWjr_fbQ,40.4745571,-79.9697266,consolidated
liberty ave,"Frederick L Porkolab, MD","4727 Friendship Avenue #180, Pittsburgh",,ChIJl-Y1wz_yNIgRh2NpfoJ0ey0,40.4632342,-79.948168,bounding_only
penn ave,Sixth Ward Republican Club,"3716 Penn Avenue, Pittsburgh",4.7,ChIJl0CJBUvyNIgReXJBf7EJpjw,40.4643556,-79.9617976,consolidated
51st St,Doshi Bhavank V MD,"2100 James Drive, Pittsburgh",,ChIJl1r8kKPzNIgRnxbS5ydxUZc,40.4764553,-79.98153769999999,broad_filled
liberty ave,WesBanco Bank,"4719 Liberty Avenue, Pittsburgh",4.2,ChIJl2lqGkfyNIgRbmMYnI5TsFM,40.4619671,-79.9491024,consolidated
penn ave,42nd and Butler Street,"4208 Butler Street, Pittsburgh",4.3,ChIJl36DkU3yNIgRsAgLH4GqKys,40.47033330000001,-79.9602218,consolidated
liberty ave,bp,"4006 Liberty Avenue, Pittsburgh",2.8,ChIJl3h2oknyNIgRCj8_7YNbIDQ,40.4626849,-79.9569544,bounding_only
liberty ave,ATM,"4006 Liberty Avenue, Pittsburgh",,ChIJl3h2oknyNIgRtgldkEU8QII,40.4625505,-79.9568207,bounding_only
penn ave,Planned Giving,"220 37th Street, Pittsburgh",,ChIJl6Q_sLTzNIgRAP5QpMm_Gdo,40.4657442,-79.96463709999999,bounding_only
liberty ave,First National Bank ATM,"4724 Liberty Avenue, Pittsburgh",2.5,ChIJl86PSkfyNIgRnyWLL9EeWYQ,40.461464,-79.94929239999999,bounding_only
liberty ave,Sunoco Gas Station,"Liberty At, 4779 South Mathilda Street, Pittsburgh",2.1,ChIJl86PSkfyNIgRtDV8D6WOFck,40.460995,-79.9473563,bounding_only
penn ave,Black Lotus Pizza,"4065 Penn Avenue, Pittsburgh",4.6,ChIJl93RPCLzNIgRTN1yoqz3FJc,40.4657139,-79.9555769,bounding_only
penn ave,"ISKCON Pittsburgh, PA","3513A Butler Street, Pittsburgh",5.0,ChIJlQpx-7TzNIgRNfAhdkf7PvQ,40.464408,-79.9663065,consolidated
butler st,Design Box,"4327 Butler Street #200, Pittsburgh",,ChIJlRG7c1LyNIgRNjO6J-HjcQc,40.4715084,-79.9600646,bounding_only
butler st,Beanie Paints Foundation,"4327 Butler Street, Pittsburgh",,ChIJlRG7c1LyNIgRWFC3oC4YnaU,40.4715084,-79.9600646,bounding_only
butler st,Prismic Solutions,"4327 Butler Street, Pittsburgh",,ChIJlRG7c1LyNIgRWzOH6wxPnFA,40.4715084,-79.9600646,consolidated
liberty ave,Cyrus Khan MD,"4815 Liberty Avenue, Pittsburgh",5.0,ChIJlSQdskDyNIgRMfTVINFg6s4,40.4606097,-79.946843,bounding_only
penn ave,"Sarah Laughlin, PhD","4117 Penn Avenue, Pittsburgh",,ChIJlSr6wyHzNIgRamjfz9Q3rV4,40.4659347,-79.95472459999999,bounding_only
liberty ave,Liberty Beer,"4133 Liberty Avenue, Pittsburgh",4.7,ChIJlUF7nEjyNIgRgnsm08WgPr0,40.4638429,-79.9533426,consolidated
penn ave,Distinctive Detailing,"199 38th Street, Pittsburgh",4.9,ChIJlXw3s0zyNIgRF1RGd-wFt1s,40.46726,-79.96459109999999,consolidated
54th St,Love Place Photography,"2997 Houston Street, Pittsburgh",5.0,ChIJlY4CYbzuNIgRlYOQI5NTh_w,40.4780408,-79.98487949999999,broad_filled
butler st,Butler St at 44th St,United States,,ChIJlZTpDFLyNIgRMJJNsAZIBWs,40.47147799999999,-79.959745,consolidated
liberty ave,Transmission Magician Inc,"4040 Liberty Avenue, Pittsburgh",4.3,ChIJl_Pbq0nyNIgRD28eeUYoaJQ,40.4629331,-79.95594919999999,bounding_only
penn ave,Informatics Studio Inc,"3509 Butler Street, Pittsburgh",,ChIJlbLX_LTzNIgRROa4ekWQnrU,40.464351,-79.9663659,consolidated
butler st,"Depiction, LLC","100 43rd Street #211, Pittsburgh",,ChIJlbijv6DzNIgRuQ9YvvC0fJY,40.4728387,-79.9635857,consolidated
liberty ave,Nowalk Lighting,"4017 Liberty Avenue, Pittsburgh",4.8,ChIJlx3WqUnyNIgRoP6D-Ay9csE,40.4632009,-79.9564164,bounding_only
penn ave,Retired Senior Volunteer Program,"3505 Butler Street #1314, Pittsburgh",,ChIJlx_eQFjxNIgRBTncDO2iipU,40.4642281,-79.9664047,consolidated
52nd st,Thatdude,"25 Bateman Street, Millvale",,ChIJlxddrN3zNIgRFr8dF9LooAw,40.480739,-79.97864299999999,consolidated
48th St,First National Bank ATM,"420 Grant Avenue, Pittsburgh",5.0,ChIJlz43XajzNIgR_0Rz6R47h0g,40.4804456,-79.973709,broad_filled
penn ave,The Nook,"3811 Butler Street, Pittsburgh",4.5,ChIJm-4CqZzzNIgR7EX7MH7PMTg,40.4672205,-79.9641709,consolidated
penn ave,Allegheny Arsenal Historical Marker,"287-255 40th Street, Pittsburgh",3.0,ChIJm2Evn5XzNIgRyRTrZJUt4bg,40.4672303,-79.9605033,consolidated
butler st,Service Master Mobile,"4326 Butler Street, Pittsburgh",,ChIJm3Lf3AT0yYkR2kHtZAFL_mY,40.4712336,-79.9597546,consolidated
liberty ave,Twisters Ice Cream,"4210 Main Street, Pittsburgh",4.7,ChIJm7XwuEjyNIgRU2XykpK2_UI,40.4647322,-79.95413479999999,bounding_only
penn ave,Alchemy Dry Cut Lounge,"3524 Butler Street, Pittsburgh",4.7,ChIJm9XP5_XzNIgRE1IKqxv98zg,40.46464110000001,-79.965594,bounding_only
butler st,The Goldmark,"4517 Butler Street, Pittsburgh",4.4,ChIJmRIpO1LyNIgREhw1_1hilS8,40.4727304,-79.95916660000002,consolidated
penn ave,Baker Public Relations,"3706 Butler Street, Pittsburgh",5.0,ChIJmRUbiCrzNIgRKrTMyD1ajro,40.4663709,-79.9643997,bounding_only
penn ave,Seasonal Nail Salon,"4302 Butler Street, Pittsburgh",4.1,ChIJmTWgjk3yNIgRR_L5Yq4U8j8,40.47066530000001,-79.9600758,consolidated
liberty ave,China House,"4506 Liberty Avenue, Pittsburgh",4.2,ChIJmTdGy0fyNIgRnBcu5zadtoQ,40.46283709999999,-79.95167719999999,consolidated
penn ave,40th St + Butler,United States,,ChIJmWNf4kzyNIgRlXZ8bD92468,40.468544,-79.962105,consolidated
butler st,East End Pickleball Pittsburgh,"4600 Butler Street, Pittsburgh",5.0,ChIJmWzL5RvDIwkRAGpA1hCsaU8,40.4730528,-79.9581631,consolidated
penn ave,Mint Massage,"4010 Butler Street, Pittsburgh",5.0,ChIJm_ouvMfzNIgRXSvRftkzQQM,40.4689753,-79.96186019999999,consolidated
McCandless Ave,Eichenlaub - Outdoor Living Studio,"517 Lincoln Avenue, Millvale",5.0,ChIJmazSFajzNIgRM8l_8ITYNHM,40.48140689999999,-79.97404929999999,broad_filled
penn ave,HIKE2,"3706 Butler Street, Pittsburgh",,ChIJmdG72-rzNIgRDXmUh8aC3p4,40.4663709,-79.9643997,bounding_only
liberty ave,BoxHeart Gallery,"4523 Liberty Avenue, Pittsburgh",4.9,ChIJme6MTEbyNIgRSo2jNQT4wh8,40.4629194,-79.95091479999999,consolidated
34th st,"Wilson-McGinley, Inc.","123 36th Street, Pittsburgh",4.1,ChIJmfBPdbTzNIgRxtDGFW3m7ck,40.4663916,-79.967383,consolidated
48th St,Terry Hohman Painting,"15 Hays Street, Pittsburgh",5.0,ChIJmwa5-6jzNIgRczW1a5KHPzM,40.479365,-79.972893,broad_filled
liberty ave,Main St + Penn NS,United States,3.0,ChIJmxgDzUjyNIgRgts9aJcIjGo,40.46545,-79.95482899999999,bounding_only
penn ave,Open Up,"3711 Butler Street, Pittsburgh",5.0,ChIJmyJQovTzNIgRpi6v-nyP4aw,40.4666652,-79.9646033,consolidated
plummer st,Certified Pittsburgh Translation,"323 Stanton Avenue, Pittsburgh",5.0,ChIJn1IcrPDzNIgRMQZnTKfh77c,40.4778836,-79.9723937,consolidated
liberty ave,Bloomfield Swimming,"408 Ella Street, Pittsburgh",4.4,ChIJn4JQ30fyNIgR9WaHWMAIVGk,40.4619524,-79.9533259,consolidated
penn ave,MK Motor Mart,"4036 Penn Avenue, Pittsburgh",4.3,ChIJn5M7xUrzNIgRqnv5tW6pDus,40.4652389,-79.9564043,bounding_only
52nd st,Millvale Max Fitness,"29 Sedgwick Street, Pittsburgh",,ChIJn5uWY6jzNIgRBoHrcCBvLWw,40.48014089999999,-79.9742833,consolidated
45th St,Millvale Tool Library,"213 Grant Avenue, Millvale",4.4,ChIJn6k3cDnzNIgRpaGRkJYrpHQ,40.47885159999999,-79.97161609999999,broad_filled
45th St,Naushin Ahmed Udyawar,"111 Sheridan Street, Pittsburgh",,ChIJn7SvcqnzNIgRCoDqLCpMzmo,40.4790076,-79.97099299999999,broad_filled
45th St,Lynn Reid,"111 Sheridan Street, Pittsburgh",,ChIJn7SvcqnzNIgRHDilkT_2y9s,40.4790076,-79.97099299999999,broad_filled
45th St,"Elaine P Boron, DO","111 Sheridan Street, Pittsburgh",5.0,ChIJn7SvcqnzNIgRLjiJsh6X1jk,40.4790076,-79.97099299999999,broad_filled
45th St,"Emily M. Kosty, PA-C","111 Sheridan Street, Pittsburgh",,ChIJn7SvcqnzNIgRzGlLnE6aMWI,40.4790076,-79.97099299999999,broad_filled
liberty ave,Angelo's Pizzeria,"4768 Liberty Avenue, Pittsburgh",4.3,ChIJn862SEfyNIgRVibDFUOQzsI,40.4607398,-79.9478879,bounding_only
butler st,ATM,"4328 Butler Street, Pittsburgh",,ChIJnRDZdFLyNIgRej7WjwNFy6Q,40.47116500000001,-79.9597539,consolidated
butler st,Elan Mizrahi Photography,"100 43rd Street, Pittsburgh",5.0,ChIJnSJcbmzzNIgR829LrJNA6PE,40.4729254,-79.963728,consolidated
butler st,Butler St + 43rd,United States,,ChIJnXRKiU3yNIgR8lIE51qiMZo,40.470807,-79.960274,bounding_only
liberty ave,Smokin' Brews,"4055 Liberty Avenue Storefront, Pittsburgh",4.9,ChIJnZE8-kjyNIgRHKwDj08_WLI,40.4634411,-79.9550716,bounding_only
liberty ave,Massage Therapy,"4604 Liberty Avenue, Pittsburgh",3.9,ChIJnbn2rUfyNIgRgBq-ArRnEws,40.4624135,-79.9507313,consolidated
liberty ave,The Bloomfield Laundromat,"4626 Liberty Avenue, Pittsburgh",,ChIJnfL7B0fyNIgRcBdF22urd50,40.462022,-79.950036,bounding_only
44th St,Distinctly U Kitchen & Bath Design Center & Showroom,"419 East Ohio Street, Millvale",3.6,ChIJnwnTwqvzNIgRsuejaQ9Ek4M,40.4782825,-79.96908069999999,broad_filled
liberty ave,LibertyX Bitcoin ATM,"4729 Liberty Avenue, Pittsburgh",,ChIJnxLZZmzzNIgRzoUmHcnKeEA,40.4617151,-79.94869229999999,bounding_only
49th St,The AuStella Pet Parlor,"421 Grant Avenue, Millvale",5.0,ChIJnxXmcLfzNIgRtl5oB_AcpRg,40.4801531,-79.9738129,broad_filled
liberty ave,Liberty Ave at Edmond St,United States,,ChIJnym9R0fyNIgRGlKoObvWBz8,40.4611295,-79.94807899999999,bounding_only
butler st,Renee Jennings,"145 44th Street, Pittsburgh",,ChIJo08L9lLyNIgRkNLMTyTFiJY,40.47280420000001,-79.9613167,bounding_only
liberty ave,C-leveled,"4117 Liberty Avenue, Pittsburgh",4.9,ChIJo4LdkUjyNIgRCNODMrjYi0g,40.463557,-79.95384200000001,consolidated
liberty ave,National Bitcoin ATM,"4006 Liberty Avenue, Pittsburgh",5.0,ChIJoTSFb27zNIgR3okel4EtbTA,40.4626883,-79.9569248,bounding_only
liberty ave,Drake Liberty Building,"4123 Liberty Avenue, Pittsburgh",,ChIJoXWnmkjyNIgRwc5NJAfowbc,40.4636356,-79.9535397,bounding_only
34th St,ADM Signs,"3414 Charlotte Street, Pittsburgh",5.0,ChIJo_A7u7XzNIgRb2D3oIyfOR8,40.4633377,-79.9675914,broad_filled
penn ave,Wendy's,"4001 Butler Street, Pittsburgh",3.0,ChIJoacKHk3yNIgRuTyIvX6tIHY,40.469128,-79.96232359999999,consolidated
butler st,Butler St + 44th,United States,,ChIJoaheC1LyNIgRViYiz9Da7mE,40.471294,-79.959801,consolidated
34th St,A. R. Chambers Supply,"111 35th Street, Pittsburgh",4.9,ChIJobz8N7TzNIgRK8U-b41LwOc,40.46508199999999,-79.96827019999999,broad_filled
butler st,Setex Technologies,"91 43rd Street #130, Pittsburgh",4.0,ChIJofrRzVLyNIgRSQAH7VLKQh4,40.473351,-79.963422,consolidated
penn ave,40th St + Davidson,United States,,ChIJow8DX0zyNIgRDKPlBa_oFLY,40.467598,-79.960979,consolidated
penn ave,Schifino Design,"347 Main Street, Pittsburgh",,ChIJowdb207yNIgRvSL2iGbjG-I,40.4666398,-79.95628459999999,consolidated
penn ave,The Journeyman's Table,"3523 Penn Avenue, Pittsburgh",,ChIJoztp4qvzNIgR1Yvp3Oo6gUk,40.464332,-79.9640994,consolidated
penn ave,Andy Johanson,"Side Door, 4100 Davison Street, Pittsburgh",5.0,ChIJp-oui03yNIgR_xwMPLd8VV8,40.46898319999999,-79.9589723,consolidated
liberty ave,Liberty Ave + 40th St NS,United States,,ChIJp-ySpknyNIgRoxBog0-ap0I,40.46303299999999,-79.956405,bounding_only
53rd St,Smithfield Cemetery,"413 North Avenue, Pittsburgh",,ChIJp4RdiwfzNIgRwPQ8SE52LQ8,40.482651,-79.973738,broad_filled
liberty ave,Pediatric Child Advocacy Center at UPMC Children's Hospital of Pittsburgh,"4401 Penn Avenue Floor 2, Pittsburgh",3.0,ChIJp9jek9DtNIgR3mNIi9tacrM,40.4659273,-79.9547027,bounding_only
penn ave,Unspeakable,"3920 Penn Avenue, Pittsburgh",,ChIJpQNJhQfzNIgRvMHgwSKfRaw,40.464693,-79.95930059999999,consolidated
Penn Ave,The Breadless Blonde,"3477 Denny Street, Pittsburgh",,ChIJpRKKqozzNIgRunyYg59v6fY,40.4633943,-79.9641868,broad_filled
penn ave,Bitcoin Depot - BDCheckout,"3939 Butler Street, Pittsburgh",,ChIJpRNCrFrzNIgRiKXr9NaMfko,40.468642,-79.96266299999999,consolidated
liberty ave,B & M Automotive Services,"4301 Main Street, Pittsburgh",4.2,ChIJpUUvokjyNIgRsiHVziX1SN0,40.4643614,-79.9531729,bounding_only
liberty ave,"Herky's Food Products, Inc.","4507 Minerva Street, Pittsburgh",4.3,ChIJpUuZA0jyNIgRilfeI4Oi8gs,40.46067,-79.9533469,consolidated
39th St,43rd Street Concrete,"1 43rd Street, Pittsburgh",4.5,ChIJpf0dxazzNIgR6NRXkdLJ81g,40.4751821,-79.9645814,broad_filled
penn ave,Eleventh Hour Brewing,"3711 Charlotte Street, Pittsburgh",4.6,ChIJpwwDZ7PzNIgRd9bbaWBbXm4,40.467035,-79.9654264,consolidated
penn ave,Diesel Barbershop Lawrenceville,"3929 1/2 Butler Street, Pittsburgh",4.6,ChIJpx1-y87zNIgRgz3cgwyszVw,40.4681519,-79.9632584,consolidated
50th St,Esther's Hobby Shop,"219 North Avenue, Millvale",4.8,ChIJpyDdDajzNIgRROuCpduaAzc,40.481468,-79.974755,broad_filled
liberty ave,Hairsmith,"4043 Penn Avenue, Pittsburgh",4.9,ChIJq0pbLUnyNIgRDq57rHU_m3E,40.4656657,-79.95630109999999,bounding_only
56th St,Steve's Used Tires,"3015 Mount Troy Road, Pittsburgh",4.5,ChIJq2pE5Wv0NIgRquhGNIw6cPQ,40.4784198,-79.9868182,broad_filled
penn ave,Arsenal Middle School,"220 40th Street, Pittsburgh",4.4,ChIJq2xE6kzyNIgREMWZaBpUETw,40.4672279,-79.9628524,consolidated
Penn Ave,Yoga Factory Pittsburgh - Lawrenceville,"3418 Penn Avenue, Pittsburgh",4.8,ChIJq3Ze4NzzNIgRZQBgqyzz1FA,40.46294889999999,-79.9664827,broad_filled
butler st,Wagner Shoes,"4313 Butler Street, Pittsburgh",4.8,ChIJq64Gik3yNIgRZ169RtEGwOY,40.47109590000001,-79.9602426,consolidated
penn ave,Lauren Bangert,"4117 Penn Avenue, Pittsburgh",,ChIJq6p6MU_yNIgR2rSAYwuE-AA,40.4659347,-79.95472459999999,bounding_only
penn ave,Dr. Daryaneh Badaly,"4117 Penn Avenue, Pittsburgh",,ChIJq6p6MU_yNIgR889ThCH4tk4,40.4659347,-79.95472459999999,bounding_only
penn ave,Amy Maria Letteri,"4117 Penn Avenue, Pittsburgh",,ChIJq6p6MU_yNIgR_kPgzFRitGM,40.4659347,-79.95472459999999,bounding_only
penn ave,Melissa S Sutcliffe,"4117 Penn Avenue, Pittsburgh",,ChIJq6p6MU_yNIgRxNxvNu2nxyc,40.4659347,-79.95472459999999,bounding_only
Penn Ave,Soiree Partners,"3401 Liberty Avenue, Pittsburgh",5.0,ChIJq6p6XbXzNIgRfBKBEvXYo9Y,40.46198389999999,-79.9654482,broad_filled
liberty ave,Edmond Square,"507 Edmond Street, Pittsburgh",,ChIJq6paXkfyNIgR94stYXNHUmU,40.4602025,-79.9485407,bounding_only
butler st,"Shane A Eikenberry, MD","193 43rd St and, Butler Street, Pittsburgh",5.0,ChIJq825iE3yNIgR2lDehBAeG0U,40.4708505,-79.96046179999999,bounding_only
butler st,Shane Alexander Eikenberry,"193 43rd Street, Pittsburgh",,ChIJq825iE3yNIgRO2nXSOKzJaY,40.4708505,-79.96046179999999,bounding_only
liberty ave,Tina's,"4114 Main Street, Pittsburgh",4.8,ChIJq9j3zkjyNIgRQxzY0M1X8lk,40.46518329999999,-79.9547722,bounding_only
penn ave,Pittsburgh Furniture Company,"4312 Butler Street, Pittsburgh",4.8,ChIJqX9Vik3yNIgRdgSZ4jcKDXg,40.47093640000001,-79.9600074,consolidated
liberty ave,Gryphon's Tea,"4709 Liberty Avenue, Pittsburgh",5.0,ChIJqXdRmU3yNIgRTtYlLipakCI,40.46205129999999,-79.9495056,consolidated
50th St,MT Troy Rd + Homestead,United States,,ChIJqaFc27zzNIgRxxc_ZzmSUL4,40.472433,-79.983036,broad_filled
liberty ave,YINZ Coffee Bloomfield,"4525 Liberty Avenue, Pittsburgh",4.7,ChIJqbAgM-LzNIgR9JdYfVlf4w8,40.4628894,-79.95086719999999,bounding_only
butler st,Butler Street Lofts,"212 45th Street, Pittsburgh",1.0,ChIJqf1xEFLyNIgRu6d5vSRGmXI,40.4717417,-79.95918209999999,consolidated
penn ave,Penn Ave + 40th St,United States,4.0,ChIJqfBvUEnyNIgRzwXysQ4jycg,40.46526199999999,-79.957734,bounding_only
liberty ave,Paul Lumber & Supply,"4072 Liberty Avenue, Pittsburgh",4.5,ChIJqfNfikjyNIgREcKkghPLwKk,40.4630587,-79.95441919999999,consolidated
butler st,Walter's BBQ Southern Kitchen,"4501 Butler Street, Pittsburgh",4.1,ChIJqxndwrHzNIgRUt455T2q_bE,40.4725527,-79.9593924,consolidated
butler st,Genesis Concrete Structures,"4615 Eden Way, Pittsburgh",,ChIJr1IJLFLyNIgR9X_Edoo-OP8,40.4735108,-79.9588854,consolidated
liberty ave,Kelevra Ideas,"4800 Liberty Avenue, Pittsburgh",,ChIJr2erAbXzNIgR2eWMieed9WM,40.4603532,-79.9470254,bounding_only
liberty ave,Avis Car Rental,"4052 Liberty Avenue, Pittsburgh",3.3,ChIJr3IdVEjyNIgREixcw6C9rcs,40.4629708,-79.9552726,consolidated
liberty ave,Budget Car Rental,"4052 Liberty Avenue, Pittsburgh",2.6,ChIJr3IdVEjyNIgR_sFhJGl0Uz8,40.4629708,-79.9552726,consolidated
liberty ave,Gypsy Tattoo Parlor,"4061 Penn Avenue, Pittsburgh",4.8,ChIJr4J61U7yNIgR6z33EovBKOo,40.46567340000001,-79.9556443,bounding_only
56th St,Painting N' At,"223 Karen Drive, Millvale",5.0,ChIJr5vuxhnzNIgRNqsMc784Qfk,40.4800374,-79.9849748,broad_filled
43rd St,Troy Hill Loop + Lowrie,United States,,ChIJr91CsbvzNIgRU44ur6q0DvI,40.469269,-79.97863199999999,broad_filled
penn ave,Haversack Sandwich Co.,"300 39th Street, Pittsburgh",5.0,ChIJr9nDpHbzNIgRVQBNC6ttqp0,40.46505519999999,-79.9609414,consolidated
butler st,Giant Eagle,Pittsburgh,,ChIJrSfyDgDzNIgRAnP5sa4VMQA,40.4714933,-79.9652919,consolidated
51st st,Sliders Ice Curling Bar,"2 Sedgwick Street, Pittsburgh",4.5,ChIJrT4jUifzNIgR1g73jr2Lmgs,40.4793104,-79.97457370000001,consolidated
Liberty Ave,Training Revelations,"605 Melwood Avenue, Pittsburgh",5.0,ChIJrTLSyBDyNIgRAbSF0QtgMZE,40.4573768,-79.9546343,broad_filled
butler st,Butler St + 46th,United States,,ChIJrW3VJVLyNIgR8CK42rkfBrw,40.47267099999999,-79.95884699999999,consolidated
penn ave,Canterbury Place,"310 Fisk Street, Pittsburgh",3.8,ChIJrY0Erk7yNIgRFJ9bMrmmo9E,40.4659797,-79.9579565,consolidated
butler st,SeqCenter,"91 43rd Street Suite 250, Pittsburgh",,ChIJrZ3nO7vzNIgRFnRjeDCCkwA,40.473351,-79.963422,consolidated
50th St,Studio PDP Letterpress & Illustration,"507 1/2 Grant Avenue, Millvale",5.0,ChIJr_ucC8rzNIgRWJoZW41QtgE,40.4805251,-79.9744267,broad_filled
penn ave,Extreme Auto Visuals,"4100 Davison Street, Pittsburgh",4.9,ChIJrbDtdrvQ0QkRzmQ3N0ElwDQ,40.46889769999999,-79.95874409999999,consolidated
liberty ave,Taylor Street Parking Plaza,"220 Taylor Street, Pittsburgh",,ChIJre2NWkbyNIgRKw2AuAY3baE,40.4632789,-79.9504347,bounding_only
50th St,MT Troy Rd + Homestead,United States,,ChIJrfmGxLzzNIgRI0Ec7Y7999A,40.47252899999999,-79.982969,broad_filled
Butler St,E Properties and Development,"4735 Butler Street, Pittsburgh",4.0,ChIJryiTW1HyNIgRTWiQ6IB_80U,40.4750773,-79.957996,broad_filled
52nd St,Linked Hair Salon,"223 North Avenue, Millvale",4.9,ChIJrz5xWVPzNIgRNS6KhhcRWWc,40.4815508,-79.9746198,broad_filled
penn ave,Brick Shop,"177 40th Street, Pittsburgh",4.3,ChIJrzelqffzNIgRnDkl4GRkyd8,40.46934479999999,-79.9628448,consolidated
penn ave,The Things You Want,"230 43rd Street, Pittsburgh",,ChIJs0m48erzNIgRpLFnQwlXO-c,40.46996629999999,-79.9593383,consolidated
liberty ave,Pennsylvania TCOM Collaborative,"225 Taylor Street, Pittsburgh",,ChIJs34UV0byNIgRWedC5eHVQ8g,40.46320519999999,-79.95030369999999,bounding_only
penn ave,Senko Construction Inc,"3816 Butler Street, Pittsburgh",3.0,ChIJs4kJiCfyNIgRkpzdx2_s8QU,40.46707499999999,-79.96364,consolidated
42nd St,Maxo Vanka Murals,"24 Maryland Avenue, Pittsburgh",4.8,ChIJs81TVKnzNIgRPewIr2yJgok,40.4770694,-79.969625,broad_filled
liberty ave,"Dr. Amit Goulatia, MD","4815 Liberty Avenue, Pittsburgh",1.0,ChIJsVQDskDyNIgRCRzBghZy2wc,40.4606097,-79.946843,bounding_only
liberty ave,"Dr. Sukhdev S. Grover, MD","4815 Liberty Avenue, Pittsburgh",2.7,ChIJsVQDskDyNIgRS-BlxJcpNOQ,40.4606097,-79.946843,bounding_only
liberty ave,Miloser Stephen J DMD,"4815 Liberty Avenue #141, Pittsburgh",,ChIJsVQDskDyNIgRSE_rO4f_ULU,40.4606082,-79.9468447,bounding_only
liberty ave,"Dr. Alfonso J. Zangardi, MD","4727 Friendship Avenue, Pittsburgh",,ChIJsVQDskDyNIgRSiIY7bF3DbU,40.4632342,-79.94816809999999,consolidated
liberty ave,"Dr. Sigurdur R. Petursson, MD","4727 Friendship Avenue, Pittsburgh",,ChIJsVQDskDyNIgRSpyXxKioRl8,40.4632342,-79.94816809999999,consolidated
